# goal_reach_idx0, goal_reach_idx1, min_agent_dist, traj_collision, obs_min_dist_0, obs_collision_0, obs_min_dist_1, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1, avg_compute_0, avg_compute_1
-1.0000, -1.0000, 0.0535, 1.0000, 0.2661, 0.0000, 0.2558, 0.0000, 0.0087, 0.0035, 0.0152, 0.0032, 0.1731, 0.1685
